GENESIS-Tabelle: 23131-0001
Krankenhauspatienten: Deutschland, Jahre,;;;;;;;;;;;
Hauptdiagnose ICD-10 (1-3-Steller Hierarchie);;;;;;;;;;;
Diagnosen der Krankenhauspatienten;;;;;;;;;;;
Deutschland;;;;;;;;;;;
Gestorbene Patienten (Anzahl);;;;;;;;;;;
;;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
ICD10-S23;    Luxation/Verstauch./Zerr.,Gelenk./Bänd.d.Thorax;3;3;11;2;4;3;4;3;6;3
ICD10-S24;    Verletzung d.Nerven u.d.Rückenmarkes in Thoraxhöhe;26;14;19;14;24;15;23;20;16;22
ICD10-S25;    Verletzung von Blutgefäßen des Thorax;31;30;27;34;33;30;36;38;34;43
ICD10-S26;    Verletzung des Herzens;21;36;31;34;45;26;28;42;38;44
ICD10-S27;    Verletzung sonst.u.n.n.bez. intrathorakaler Organe;400;361;364;388;396;415;432;455;473;458
ICD10-S28;    Zerquetsch.d.Thorax/traum.Amput.v.Teilen d.Thorax;1;-;-;3;1;1;2;-;1;-
ICD10-S29;    Sonstige und n.n. bez. Verletzungen des Thorax;13;11;9;18;11;12;9;6;10;11
ICD10-S30-S39;  Verletzungen Abdomen,Lumbosakralgeg., LWS, Becken;1952;2050;2079;2192;2247;2282;2500;2472;2592;2789
ICD10-S30;    Oberflächl.Verletz. Abdomen/Lumbosakralgeg./Becken;185;179;228;210;218;212;256;273;280;280
ICD10-S31;    Offene Wunde Abdomen/Lumbosakralgegend/Becken;18;22;21;16;19;15;17;18;27;17
ICD10-S32;    Fraktur der Lendenwirbelsäule und des Beckens;1361;1467;1484;1589;1642;1664;1829;1804;1935;2104
ICD10-S33;    Luxation/Verstauch./Zerrung der LWS u.d.Beckens;19;12;12;16;12;9;16;14;8;11
ICD10-S34;    Verletzung der Nerven u.d. lumbalen Rückenmarkes;3;2;4;2;3;1;4;5;5;4
ICD10-S35;    Verletzung v. Blutgefäßen i. Höhe Abdomens/Beckens;30;33;32;30;29;40;35;38;37;42
ICD10-S36;    Verletzung von intraabdominalen Organen;286;280;251;283;289;298;289;281;255;278
ICD10-S37;    Verletzung der Harnorgane und der Beckenorgane;38;48;37;37;22;31;42;30;38;47
ICD10-S38;    Zerquet.,Amputat.-Abdomen,Lumbosakralgeg., Becken;2;1;-;1;2;-;2;1;1;-
ICD10-S39;    Sonst.Verletzung-Abdomen,Lumbosakralgegend, Becken;10;6;10;8;11;12;10;8;6;6
ICD10-S40-S49;  Verletzungen der Schulter und des Oberarmes;986;1034;1054;1032;1053;1077;1204;1163;1201;1231
ICD10-S40;    Oberflächliche Verletzung Schulter/Oberarm;24;27;33;39;41;32;40;37;44;47
ICD10-S41;    Offene Wunde der Schulter und des Oberarmes;3;2;5;1;6;2;-;5;7;7
ICD10-S42;    Fraktur im Bereich der Schulter und des Oberarmes;909;973;983;954;961;998;1122;1082;1106;1123
ICD10-S43;    Luxation/Verstauchung/Zerrung des Schultergürtels;46;28;27;31;41;36;34;37;38;47
ICD10-S44;    Verletzung von Nerven in Höhe Schulter/Oberarm;-;-;-;-;-;1;-;-;1;-
ICD10-S45;    Verletzung v. Blutgefäßen in Höhe Schulter/Oberarm;2;1;4;3;3;4;3;2;1;1
ICD10-S46;    Verletzung v. Muskeln/Sehnen Höhe Schulter/Oberarm;1;1;1;2;1;-;2;-;1;6
ICD10-S47;    Zerquetschung der Schulter und des Oberarmes;-;-;-;-;-;-;-;-;1;-
ICD10-S48;    Traumatische Amputation an Schulter und Oberarm;1;1;1;1;-;4;3;-;2;-
ICD10-S49;    Sonst. u. n.n.bez. Verletzungen Schulter/Oberarm;-;1;-;1;-;-;-;-;-;-
ICD10-S50-S59;  Verletzungen des Ellenbogens und des Unterarmes;217;228;264;225;232;222;252;230;250;266
ICD10-S50;    Oberflächliche Verletzung des Unterarmes;9;9;16;8;13;14;11;14;24;19
ICD10-S51;    Offene Wunde des Unterarmes;10;14;26;21;16;34;27;16;20;22
ICD10-S52;    Fraktur des Unterarmes;189;193;211;186;196;162;204;193;196;211
ICD10-S53;    Luxation/Verstauchung/Zerrung d.Ellenbogen/-gelenk;2;-;2;5;4;3;3;2;2;1
ICD10-S54;    Verletzung von Nerven in Höhe des Unterarmes;1;2;2;-;-;1;-;-;-;2
ICD10-S55;    Verletzung von Blutgefäßen in Höhe des Unterarmes;5;7;6;3;1;5;3;4;3;7
ICD10-S56;    Verletzung v. Muskeln/Sehnen in Höhe d. Unterarmes;1;2;1;1;2;2;3;1;3;4
ICD10-S57;    Zerquetschung des Unterarmes;-;1;-;-;-;-;-;-;-;-
ICD10-S58;    Traumatische Amputation am Unterarm;-;-;-;1;-;1;-;-;2;-
ICD10-S59;    Sonstige u. n.n. bez. Verletzungen d. Unterarmes;-;-;-;-;-;-;1;-;-;-
ICD10-S60-S69;  Verletzungen des Handgelenkes und der Hand;24;39;33;26;26;35;32;37;33;26
ICD10-S60;    Oberflächliche Verletzung d. Handgelenkes/d. Hand;6;6;7;6;2;7;6;8;9;4
ICD10-S61;    Offene Wunde des Handgelenkes und der Hand;6;11;10;6;9;11;7;10;5;6
ICD10-S62;    Fraktur im Bereich des Handgelenkes und der Hand;5;10;8;5;7;5;9;7;9;12
ICD10-S63;    Luxation/Verstauchung/Zerrung von Hand/-gelenken;2;3;-;4;-;2;3;3;-;-
ICD10-S64;    Verletzung v. Nerven in Höhe des Handgelenkes/Hand;1;1;-;1;1;-;1;2;-;-
ICD10-S65;    Verletzung v.Blutgefäßen in Höhe d. Hand/-gelenkes;2;4;3;1;3;4;1;3;6;2
ICD10-S66;    Verletzung v.Muskeln/Sehnen i.Höh.d.Hand/-gelenkes;1;2;4;2;3;4;2;3;2;2
ICD10-S67;    Zerquetschung des Handgelenkes und der Hand;-;-;-;-;-;-;-;-;-;-
ICD10-S68;    Traumatische Amputation an Handgelenk und Hand;1;2;-;-;1;2;2;1;2;-
ICD10-S69;    Sonst.u. n.n. bez. Verletzungen d. Hand/-gelenkes;-;-;1;1;-;-;1;-;-;-
ICD10-S70-S79;  Verletzungen der Hüfte und des Oberschenkels;8369;8415;8301;8529;8926;8976;9877;9641;9828;10076
ICD10-S70;    Oberflächl. Verletzung der Hüfte/des Oberschenkels;178;188;184;199;233;208;227;241;253;259
ICD10-S71;    Offene Wunde der Hüfte und des Oberschenkels;4;13;5;8;9;8;9;3;8;5
ICD10-S72;    Fraktur des Femurs;8133;8156;8060;8275;8627;8694;9578;9322;9503;9750
ICD10-S73;    Luxation/Verstauch./Zerrung d.Hüftgelenkes/Bänder;30;33;31;30;32;40;36;48;41;38
ICD10-S74;    Verletzung v.Nerven in Höhe d. Hüfte/Oberschenkels;-;-;-;-;-;-;-;-;-;-
ICD10-S75;    Verletzung v.Blutgefäßen i.Höhe Hüfte/Oberschenkel;6;7;3;5;8;12;11;11;7;6
ICD10-S76;    Verletzung v.Muskeln/Sehnen i.H.Hüfte/Oberschenkel;13;15;15;8;13;11;12;10;13;12
ICD10-S77;    Zerquetschung der Hüfte und des Oberschenkels;1;1;-;-;-;1;-;1;-;2
ICD10-S78;    Traumatische Amputation an Hüfte und Oberschenkel;3;1;3;4;4;2;3;5;2;4
ICD10-S79;    Sonst. u. n.n.bez. Verletzungen Hüfte/Oberschenkel;1;1;-;-;-;-;1;-;1;-
ICD10-S80-S89;  Verletzungen des Knies und des Unterschenkels;583;582;566;638;672;701;724;703;740;751
ICD10-S80;    Oberflächliche Verletzung des Unterschenkels;107;116;135;143;154;199;167;165;193;221
ICD10-S81;    Offene Wunde des Unterschenkels;48;40;43;42;52;54;66;59;61;61
ICD10-S82;    Fraktur d.Unterschenkels einschl. d.ob. Sprunggel.;405;407;363;431;439;424;469;454;463;433
ICD10-S83;    Luxation/Verstauch./Zerrung d. Kniegelenkes/Bänder;15;9;10;11;10;9;10;7;11;21
ICD10-S84;    Verletzung von Nerven in Höhe des Unterschenkels;-;-;-;-;-;1;-;-;-;-
ICD10-S85;    Verletzung v. Blutgefäßen in Höhe d.Unterschenkels;5;3;4;3;2;3;2;1;3;4
ICD10-S86;    Verletzung v.Muskeln/Sehnen in Höhe d.Unterschenk.;-;1;5;3;8;7;4;4;1;3
ICD10-S87;    Zerquetschung des Unterschenkels;-;-;1;-;-;1;1;-;1;-
ICD10-S88;    Traumatische Amputation am Unterschenkel;1;4;3;3;6;3;4;9;5;8
ICD10-S89;    Sonst. u. n.n.bez. Verletzungen d. Unterschenkels;2;2;2;2;1;-;1;4;2;-
ICD10-S90-S99;  Verletzungen der Knöchelregion und des Fußes;40;27;36;34;35;30;36;32;33;39
ICD10-S90;    Oberflächliche Verletzung d. Knöchelregion/Fußes;3;2;5;10;4;3;4;4;7;6
ICD10-S91;    Offene Wunde der Knöchelregion und des Fußes;7;4;7;4;3;5;5;6;3;5
ICD10-S92;    Fraktur d. Fußes (ausgenommen oberes Sprunggelenk);18;12;16;10;18;13;18;8;17;18
ICD10-S93;    Luxation/Verstauch./Zerrung Sprunggelenk/Fuß;8;9;8;9;9;9;8;12;5;9
ICD10-S94;    Verletzung von Nerven in Höhe d. Knöchels/Fußes;-;-;-;-;-;-;-;-;-;-
ICD10-S95;    Verletzung v.Blutgefäßen in Höhe d.Knöchels/Fußes;-;-;-;-;-;-;-;-;1;-
ICD10-S96;    Verletzung v.Muskeln/Sehnen i.H.d. Knöchels/Fußes;1;-;-;-;-;-;-;-;-;-
ICD10-S97;    Zerquetschung des oberen Sprunggelenkes/Fußes;-;-;-;-;-;-;-;-;-;-
ICD10-S98;    Traumatische Amputation am oberen Sprunggelenk/Fuß;3;-;-;1;1;-;-;1;-;1
ICD10-S99;    Sonst. u. n.n.bez. Verletzungen Knöchelregion/Fuß;-;-;-;-;-;-;1;1;-;-
ICD10-T00-T07;  Verletzungen mit Beteil. mehrerer Körperregionen;54;43;61;39;32;36;18;22;21;14
ICD10-T00;    Oberfl.Verletzungen m. Beteil. mehrerer Körperreg.;6;8;4;3;3;5;4;2;1;3
ICD10-T01;    Offene Wunden mehrerer Körperregionen;1;2;-;-;1;-;1;-;-;-
ICD10-T02;    Frakturen mit Beteiligung mehrerer Körperregionen;8;1;1;1;1;8;-;2;3;4
ICD10-T03;    Luxation./Verstauch./Zerrungen mehrerer Körperreg.;-;-;-;-;-;-;-;-;-;-
ICD10-T04;    Zerquetschungen mehrerer Körperregionen;-;2;-;-;-;2;1;1;-;-
ICD10-T05;    Traumatische Amputationen mehrerer Körperregionen;-;-;2;-;-;-;-;1;-;-
ICD10-T06;    Sonst. Verletz. mehrerer Körperreg., ao.n.klass.;7;4;3;5;3;9;5;2;3;1
ICD10-T07;    Nicht näher bezeichnete multiple Verletzungen;32;26;51;30;24;12;7;14;14;6
ICD10-T08-T14;  Sonst.Verletzungen, Rumpf,Extremit.,and.Körperreg.;39;46;50;40;36;16;24;28;17;21
ICD10-T08;    Fraktur der Wirbelsäule, Höhe nicht näher bez.;2;12;6;2;3;1;4;3;5;3
ICD10-T09;    Sonst.Verletzungen d.Wirbelsäule/Rumpfes, n.n.bez.;13;9;18;10;10;8;11;12;2;4
ICD10-T10;    Fraktur d.oberen Extremität, Höhe nicht näher bez.;-;-;-;-;-;-;-;-;-;-
ICD10-T11;    Sonst.Verletzungen d.ob. Extremität, Höhe n.n.bez.;1;2;2;3;1;-;-;1;-;-
ICD10-T12;    Fraktur der unteren Extremität, Höhe n.n.bez.;1;-;-;-;-;-;-;-;-;-
ICD10-T13;    Sonstige Verletzungen der unteren Extremität, Höhe;1;2;3;4;-;1;-;-;-;1
ICD10-T14;    Verletzung an einer n.n. bezeichneten Körperregion;21;21;21;21;22;6;9;12;10;13
ICD10-T15-T19;  Eindringen von Fremdkörpern in eine Körperöffnung;402;452;506;481;479;565;567;562;626;665
ICD10-T15;    Fremdkörper im äußeren Auge;-;-;-;-;-;-;-;-;-;-
ICD10-T16;    Fremdkörper im Ohr;-;-;-;-;-;-;-;-;-;-
ICD10-T17;    Fremdkörper in den Atemwegen;385;433;495;468;463;542;538;532;600;628
ICD10-T18;    Fremdkörper im Verdauungstrakt;17;17;9;13;16;23;26;28;26;35
ICD10-T19;    Fremdkörper im Urogenitaltrakt;-;2;2;-;-;-;3;2;-;2
ICD10-T20-T32;  Verbrennungen oder Verätzungen;240;225;232;248;278;213;216;220;257;209
ICD10-T20;    Verbrennung/Verätzung des Kopfes und des Halses;47;31;43;40;33;38;34;42;55;37
ICD10-T21;    Verbrennung oder Verätzung des Rumpfes;84;96;90;101;122;86;81;78;97;72
ICD10-T22;    Verbrennung o. Verätzung der Schulter u.d. Armes;22;25;10;18;17;13;18;13;21;25
ICD10-T23;    Verbrennung o.Verätzung des Handgelenkes u.d. Hand;11;5;8;8;7;6;6;10;8;8
ICD10-T24;    Verbrennung o. Verätzung der Hüfte u.d. Beines;41;39;50;49;58;32;46;39;34;38
ICD10-T25;    Verbrennung o.Verätzung d. Knöchelregion u.d.Fußes;9;10;9;7;6;6;8;16;8;4
ICD10-T26;    Verbrennung o.Verätzung d.Auges u.d.Anhangsgebilde;-;-;-;-;-;-;-;-;-;-
ICD10-T27;    Verbrennung oder Verätzung der Atemwege;3;1;1;-;7;-;3;4;5;1
ICD10-T28;    Verbrennung oder Verätzung sonst. innerer Organe;10;9;7;12;10;19;11;8;13;6
ICD10-T29;    Verbrennungen/Verätzungen mehrerer Körperregionen;11;8;13;11;13;13;8;8;16;17
ICD10-T30;    Verbrennung oder Verätzung, Körperregion n.n.bez.;2;1;1;2;5;-;1;2;-;1
ICD10-T31;    Verbrennung,klass.n.d.Ausmaß d.betr.Körperoberfl.;-;-;-;-;-;-;-;-;-;-
ICD10-T32;    Verätzungen,klass.n.d.Ausmaß d.betr.Körperoberfl.;-;-;-;-;-;-;-;-;-;-
ICD10-T33-T35;  Erfrierungen;8;7;5;6;3;-;1;1;2;2
ICD10-T33;    Oberflächliche Erfrierung;3;1;-;-;-;-;-;-;-;-
ICD10-T34;    Erfrierung mit Gewebsnekrose;4;4;4;6;2;-;1;1;1;2
ICD10-T35;    Erfrierung mit Beteiligung mehrerer Körperregionen;1;2;1;-;1;-;-;-;1;-
ICD10-T36-T50;  Vergiftungen durch Arzneimittel,Drogen, Substanzen;391;423;373;246;244;196;170;156;158;138
ICD10-T36;    Vergiftung durch systemisch wirkende Antibiotika;-;1;-;-;-;-;-;-;-;-
ICD10-T37;    Vergiftung d. sonst. Antiinfektiva/Antiparasitika;-;-;1;-;-;1;-;1;-;-
ICD10-T38;    Vergiftung d.Hormone,synth.Ersatzst./Antagonisten;11;12;15;18;9;7;5;8;5;4
ICD10-T39;    Vergift. d.Analgetika/Antipyretika/Antirheumatika;13;14;11;8;7;7;4;7;6;2
ICD10-T40;    Vergiftung d. Betäubungsmittel u. Psychodysleptika;63;58;56;26;32;39;38;25;23;24
ICD10-T41;    Vergiftung durch Anästhetika u.therapeutische Gase;3;3;-;1;1;2;2;1;2;-
ICD10-T42;    Vergift.d.Antiepilep./Sedativa/Hypnotika/Antipark.;90;108;95;51;61;45;30;34;25;28
ICD10-T43;    Vergiftung durch psychotrope Substanzen;42;60;60;36;30;25;24;21;26;18
ICD10-T44;    Vergiftung d.prim.a.d.auton.Nervensyst.wirk.Arzn.;10;7;10;3;10;4;5;-;4;3
ICD10-T45;    Vergiftung d.prim.syst.a.d.Blut wirk.M., ao.n.kl.;29;27;27;30;29;16;15;17;10;11
ICD10-T46;    Vergiftung d.prim.a.d.Herz-Kreisl.-syst.wirk.M.;75;65;52;42;22;22;16;14;21;11
ICD10-T47;    Vergift. d.prim.a.d. Magen-Darm-Trakt wirk. Mittel;-;-;1;1;1;-;-;-;-;-
ICD10-T48;    Vergiftung d.prim.a. Muskeln u.Atmung wirk. Mittel;2;3;2;2;1;1;2;-;1;1
ICD10-T49;    Vergiftung d.prim.a.Haut u.Schleimhaut wirk.Mittel;-;-;1;-;1;-;-;-;-;-
ICD10-T50;    Vergiftung d.Diuretika u.sonst.Arzneim./Drogen;53;65;42;28;40;27;29;28;35;36
ICD10-T51-T65;  Toxische Wirkungen v.vorw.nicht med.verwend.Subst.;92;95;99;66;61;57;76;73;64;55
ICD10-T51;    Toxische Wirkung von Alkohol;3;7;7;2;-;3;2;3;-;4
ICD10-T52;    Toxische Wirkung von organischen Lösungsmitteln;1;2;2;3;2;1;3;1;4;-
ICD10-T53;    Toxische Wirkung von Kohlenwasserstoffen;-;-;1;-;-;-;-;-;-;-
ICD10-T54;    Toxische Wirkung von ätzenden Substanzen;6;7;2;1;1;2;6;2;1;4
ICD10-T55;    Toxische Wirkung von Seifen und Detergenzien;5;5;3;1;3;2;2;-;4;2
ICD10-T56;    Toxische Wirkung von Metallen;-;-;-;-;-;-;1;1;-;-
ICD10-T57;    Toxische Wirkung v. sonst.anorganischen Substanzen;4;4;-;-;1;-;-;2;1;-
ICD10-T58;    Toxische Wirkung von Kohlenmonoxid;25;26;28;27;21;22;28;31;25;21
ICD10-T59;    Toxische Wirkung sonst. Gase/Dämpfe/Rauches;16;23;23;13;12;17;15;12;12;8
ICD10-T60;    Toxische Wirkung von Schädlingsbekämpfungsmitteln;9;6;12;4;5;2;-;7;2;2
ICD10-T61;    Toxische Wirkung schädl. Substanzen v.Meerestieren;-;-;-;-;2;-;-;-;-;-
ICD10-T62;    Tox. Wirkung sonst.schädl.Substanzen/Nahrungsmitt.;3;3;2;3;1;-;3;1;3;6
ICD10-T63;    Toxische Wirkung durch Kontakt mit giftigen Tieren;6;2;6;1;-;2;5;3;4;5
ICD10-T64;    Tox. Wirkung v. Aflatoxin/Mykotoxin in Lebensmitt.;-;-;-;-;-;-;-;-;-;-
ICD10-T65;    Toxische Wirkung sonst. und n.n.bez. Substanzen;14;10;13;11;13;6;11;10;8;3
ICD10-T66-T78;  Sonst. und n.n.bez. Schäden durch äußere Ursachen;348;358;331;319;333;314;337;352;336;377
ICD10-T66;    Nicht näher bezeichnete Schäden durch Strahlung;-;-;2;-;1;-;-;-;-;1
ICD10-T67;    Schäden durch Hitze und Sonnenlicht;3;7;3;7;13;4;25;6;2;15
ICD10-T68;    Hypothermie;143;159;127;137;118;108;101;124;115;132
ICD10-T69;    Sonstige Schäden durch niedrige Temperatur;1;-;-;-;1;-;-;-;-;-
ICD10-T70;    Schäden durch Luft- und Wasserdruck;-;1;2;-;1;1;3;1;-;-
ICD10-T71;    Erstickung;69;68;63;57;63;79;61;67;66;57
ICD10-T73;    Schäden durch sonstigen Mangel;2;-;-;-;-;-;-;-;-;-
ICD10-T74;    Missbrauch von Personen;-;-;-;-;-;-;-;-;-;-
ICD10-T75;    Schäden durch sonstige äußere Ursachen;87;82;79;70;82;78;85;101;90;109
ICD10-T78;    Unerwünschte Nebenwirkungen, ao.nicht klass.;43;41;55;48;54;44;62;53;63;63
ICD10-T79-T79;  Bestimmte Frühkomplikationen eines Traumas;144;121;135;109;129;132;125;141;154;207
ICD10-T79;    Frühkomplikationen eines Traumas, ao.nicht klass.;144;121;135;109;129;132;125;141;154;207
ICD10-T80-T88;  Komplikationen bei chirurg.Eingriff.u.med.Behandl.;3646;3961;3820;3876;3760;3879;3995;3871;3865;4052
ICD10-T80;    Komplikationen nach Infusion/Transfusion/Injektion;13;26;15;15;15;21;10;19;10;12
ICD10-T81;    Komplikationen bei Eingriffen, ao.nicht klass.;604;619;587;606;504;559;517;488;487;489
ICD10-T82;    Kompl.d.Prothesen/Implant./Herz-/Gefäßtransplant.;1187;1260;1245;1298;1199;1323;1367;1353;1325;1450
ICD10-T83;    Kompl.d.Prothesen/Implant./Urogenitaltransplant.;137;143;140;136;140;155;145;130;124;169
ICD10-T84;    Kompl.d.orth.Endoprothesen/Implant./Transplantate;876;977;911;922;1053;1003;1118;1048;1159;1134
ICD10-T85;    Kompl.d.sonst.inter.Prothes./Implant./Transplant.;355;363;370;355;334;298;271;269;248;298
ICD10-T86;    Versagen/Abstoßung von transplant.Organen/Geweben;227;297;317;313;292;282;337;312;295;266
ICD10-T87;    Kompl.d.f.Replantation/Amputation bezeichnend sind;194;212;201;196;183;193;200;216;200;209
ICD10-T88;    Sonstige Komplikationen bei chirurgischen Eingriff;53;64;34;35;40;45;30;36;17;25
ICD10-T89-T89;  Sonst. Komplikationen eines Traumas, ao.n.klass.;14;11;9;9;11;16;13;14;12;17
ICD10-T89;    Sonst. Komplikationen eines Traumas, ao.n.klass.;14;11;9;9;11;16;13;14;12;17
ICD10-T90-T98;  Folgen v.Verletz.,Vergift.u.sonst.Auswirk.äuß.Urs.;1;1;-;1;1;-;-;-;-;1
ICD10-T90;    Folgen von Verletzungen des Kopfes;-;-;-;1;-;-;-;-;-;-
ICD10-T91;    Folgen von Verletzungen des Halses und des Rumpfes;-;-;-;-;-;-;-;-;-;1
ICD10-T92;    Folgen von Verletzungen der oberen Extremität;-;1;-;-;-;-;-;-;-;-
ICD10-T93;    Folgen von Verletzungen der unteren Extremität;-;-;-;-;-;-;-;-;-;-
ICD10-T94;    Folgen von Verletzungen n.n.bez. Körperregionen;-;-;-;-;-;-;-;-;-;-
ICD10-T95;    Folgen von Verbrennungen/Verätzungen/Erfrierungen;-;-;-;-;-;-;-;-;-;-
ICD10-T96;    Folgen e.Vergiftung d.Arzneim./Drogen/biol.Subst.;-;-;-;-;-;-;-;-;-;-
ICD10-T97;    Folgen tox.Wirkungen vorw.nicht med.verwend.Subst.;-;-;-;-;-;-;-;-;-;-
ICD10-T98;    Folg. sonst. u. n.n.bez. Wirk. äußerer Ursachen;1;-;-;-;1;-;-;-;-;-
ICD10-Z00-Z99;Faktoren,die zur Inanspruchn.d.Gesundheitsw.führen;135;113;298;232;114;99;103;130;242;302
ICD10-Z00-Z13;  Inanspruchnahme Gesundheitswesen, Untersuchung;15;14;25;24;11;16;22;15;18;32
ICD10-Z00;    Allgemeinuntersuch.b.Pers.ohne Beschwerden/Diagn.;1;-;-;1;-;1;1;2;1;1
ICD10-Z01;    Spez. Untersuch./Abklär. b.Pers.ohne Beschwerden;2;1;1;1;-;-;1;-;1;-
ICD10-Z02;    Untersuchung und Konsultation aus admin. Gründen;2;1;3;1;-;-;-;1;1;-
ICD10-Z03;    Ärztl. Beobachtung u.Beurteilung v.Verdachtsfällen;9;7;15;18;7;13;15;8;9;28
ICD10-Z04;    Untersuchung und Beobachtung aus sonstigen Gründen;-;1;1;-;1;-;-;1;2;1
ICD10-Z08;    Nachuntersuchung nach Behandlung wegen BN;1;3;3;-;1;1;3;1;2;-
ICD10-Z09;    Nachuntersuchung wegen and. Kh.-Zustände außer BN;-;-;1;2;1;-;-;1;1;1
ICD10-Z10;    Allg.Reihenuntersuch.bestimmter Bevölkerugsgruppen;-;-;-;-;-;-;-;-;-;-
ICD10-Z11;    Spez. Verfahren z. Untersuch. infekt./parasit.Kh.;-;1;1;1;-;1;2;-;-;-
ICD10-Z12;    Spezielles Verfahren zur Untersuchung auf NB;-;-;-;-;-;-;-;-;-;-
ICD10-Z13;    Spez. Verfahren z. Untersuch. sonst.Kh./Störungen;-;-;-;-;1;-;-;1;1;1
ICD10-Z20-Z29;  Pers. mit potent.Gesundheitsrisiken,übertragb. Kh.;8;3;3;-;2;1;3;1;2;1
ICD10-Z20;    Kontakt/Exposition gegenüber übertragbaren Krankh.;-;-;-;-;-;-;-;-;-;-
ICD10-Z21;    Asymptomatische HIV-Infektion;-;-;-;-;-;-;-;-;-;-
ICD10-Z22;    Keimträger von Infektionskrankheiten;5;2;3;-;2;-;1;-;1;1
ICD10-Z23;    Notwendigkeit der Impfung gegen bakt. Krankheiten;-;-;-;-;-;-;-;-;-;-
ICD10-Z24;    Notwendigkeit der Impfung gegen best. Virus-Kh.;-;-;-;-;-;-;-;-;-;-
ICD10-Z25;    Notwendigkeit der Impfung gegen andere Virus-Kh.;-;-;-;-;-;-;-;-;-;-
ICD10-Z26;    Notwendigkeit d. Impfung gegen and. Infektions-Kh.;-;-;-;-;-;-;-;-;-;-
ICD10-Z27;    Notwendigk.d.Impfung gegen Kombin.v.Infektions-Kh.;-;-;-;-;-;-;-;-;-;-
ICD10-Z28;    Nicht durchgeführte Impfung [Immunisierung];-;-;-;-;-;-;-;-;-;-
ICD10-Z29;    Notwendigkeit von and. prophylaktischen Maßnahmen;3;1;-;-;-;1;2;1;1;-
ICD10-Z30-Z39;  Inanspruchn. Gesundheitswesen, Reproduktionsprobl.;-;-;-;-;-;-;-;-;-;-
ICD10-Z30;    Kontrazeptive Maßnahmen;-;-;-;-;-;-;-;-;-;-
ICD10-Z31;    Fertilisationsfördernde Maßnahmen;-;-;-;-;-;-;-;-;-;-
ICD10-Z32;    Untersuch./Test z. Feststell.einer Schwangerschaft;-;-;-;-;-;-;-;-;-;-
ICD10-Z33;    Schwangerschaftsfeststellung als Nebenbefund;-;-;-;-;-;-;-;-;-;-
ICD10-Z34;    Überwachung einer normalen Schwangerschaft;-;-;-;-;-;-;-;-;-;-
ICD10-Z35;    Überwachung einer Risikoschwangerschaft;-;-;-;-;-;-;-;-;-;-
ICD10-Z36;    Pränatales Screening;-;-;-;-;-;-;-;-;-;-
ICD10-Z37;    Resultat der Entbindung;-;-;-;-;-;-;-;-;-;-
ICD10-Z38;    Lebendgeborene nach dem Geburtsort;-;-;-;-;-;-;-;-;-;-
ICD10-Z39;    Postpartale Betreuung und Untersuchung der Mutter;-;-;-;-;-;-;-;-;-;-
ICD10-Z40-Z54;  Inanspruchn. Gesundheitswesen, med.Betreuung u.Ä.;88;76;243;190;81;65;66;101;214;260
ICD10-Z40;    Prophylaktische Operation;1;-;-;-;-;-;-;-;-;-
ICD10-Z41;    Maßn. nicht z.Wiederherst. d. Gesundheitszustandes;-;-;-;-;-;-;-;-;-;-
ICD10-Z42;    Nachbehandlung unter Anwend. plastischer Chirurgie;-;-;-;-;-;-;-;-;-;-
ICD10-Z43;    Versorgung künstlicher Körperöffnungen;11;12;14;11;14;10;9;10;9;4
ICD10-Z44;    Versorgen mit und Anpassen einer Ektoprothese;-;-;-;-;-;-;-;-;-;-
ICD10-Z45;    Anpassung/Handhabung eines implant. med. Gerätes;26;12;47;43;31;24;37;30;30;14
ICD10-Z46;    Versorgen/Anpassen v. med. Geräten/Hilfsmitteln;2;1;-;4;1;-;-;3;1;-
ICD10-Z47;    Andere orthopädische Nachbehandlung;-;-;-;-;-;-;-;-;-;-
ICD10-Z48;    Andere Nachbehandlung nach chirurgischem Eingriff;4;7;7;5;2;6;1;3;5;1
ICD10-Z49;    Dialysebehandlung;4;6;5;4;3;-;1;2;3;1
ICD10-Z50;    Rehabilitationsmaßnahmen;-;-;-;-;-;-;-;-;-;-
ICD10-Z51;    Sonstige medizinische Behandlung;14;4;139;97;5;1;-;43;132;223
ICD10-Z52;    Spender von Organen oder Geweben;25;34;30;25;25;24;18;6;34;17
ICD10-Z53;    Personen ohne Durchführung der Maßnahme;1;-;1;1;-;-;-;4;-;-
ICD10-Z54;    Rekonvaleszenz;-;-;-;-;-;-;-;-;-;-
ICD10-Z55-Z65;  Pers.m.Gesundheitsrisiken,sozökon.,psychsoz.Umst.;1;-;-;-;2;-;-;-;-;-
ICD10-Z55;    Kontaktanlässe mit Bezug auf die Ausbildung;-;-;-;-;-;-;-;-;-;-
ICD10-Z56;    Kontaktanlässe mit Bezug auf das Berufsleben;-;-;-;-;-;-;-;-;-;-
ICD10-Z57;    Berufliche Exposition gegenüber Risikofaktoren;-;-;-;-;-;-;-;-;-;-
ICD10-Z58;    Kontaktanlässe mit Bezug a.d. physikalische Umwelt;-;-;-;-;-;-;-;-;-;-
ICD10-Z59;    Kontaktanlässe m.Bezug a.d.Wohnumfeld/wirtsch.Lage;-;-;-;-;-;-;-;-;-;-
ICD10-Z60;    Kontaktanlässe mit Bezug auf die soziale Umgebung;1;-;-;-;-;-;-;-;-;-
